t_rel,provider,protocol,country,client_ip,user_agent,ua_os,syn_ttl,syn_window,syn_mss,syn_options,syn_wscale,tcp_os,gap_ms,tcp_rtt_ms,fingerprint_mismatch
399398.809,brightdata_isp,http_connect,de,ip_2dc913d7918e0ceb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,99.3,88.051,mismatch
399399.890,brightdata_isp,http_connect,de,ip_9b98bc09b5a4f8a5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,84.656,80.32,mismatch
399402.624,brightdata_isp,http_connect,de,ip_3bb3fc9ec54d233f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,82.931,80.285,mismatch
399404.028,brightdata_isp,http_connect,de,ip_609a0fd930efbd6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,65535,1436,"2,4,8,1,3",,linux,103.336,86.503,mismatch
399404.236,brightdata_isp,http_connect,de,ip_bfe6771e0bb6053b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,95.509,86.794,mismatch
399408.080,brightdata_isp,http_connect,de,ip_a9df81a8f086d60f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,302.578,87.545,mismatch
399409.555,brightdata_isp,http_connect,de,ip_4c64b1bd20f8cefd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,103.177,87.466,mismatch
399410.111,brightdata_isp,http_connect,de,ip_868a1b1b31484787,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,139.313,87.588,mismatch
399413.336,brightdata_isp,http_connect,de,ip_85ef8006fa8b73c0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,85.657,79.398,mismatch
399415.439,brightdata_isp,http_connect,de,ip_05a42e9bf372d402,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,114.954,86.575,mismatch
399415.471,brightdata_isp,http_connect,de,ip_27c404a2c3a779bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,102.637,86.654,mismatch
399418.235,brightdata_isp,http_connect,de,ip_416b3e650d64fee0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,81.781,79.384,mismatch
399419.587,brightdata_isp,http_connect,de,ip_ef7e1cfaf7f6336e,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,120.893,79.771,mismatch
399421.207,brightdata_isp,http_connect,de,ip_7bcc8c54fbfc2b0a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,93.274,86.956,mismatch
399424.433,brightdata_isp,http_connect,de,ip_2abaebcdaae977c2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,90.403,87.659,mismatch
399424.918,brightdata_isp,http_connect,de,ip_ddc639b829c95e4d,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,94.979,87.458,mismatch
399426.927,brightdata_isp,http_connect,de,ip_be1bfa55b30764ef,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,90.381,87.116,mismatch
399429.711,brightdata_isp,http_connect,de,ip_609a0fd930efbd6a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,100.834,87.186,mismatch
399431.560,brightdata_isp,http_connect,jp,ip_ce08913b776218ad,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,47,65535,1436,"2,4,8,1,3",,linux,168.632,161.64,mismatch
399433.440,brightdata_isp,http_connect,jp,ip_b04df5de5958abc9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,172.402,160.96,mismatch
399434.799,brightdata_isp,http_connect,jp,ip_1f99a1008ae1867f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,181.575,162.342,mismatch
399436.561,brightdata_isp,http_connect,jp,ip_e9dcf503bd64ba54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,175.215,160.883,mismatch
399438.987,brightdata_isp,http_connect,jp,ip_42bbb53aef9e67db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,83.148,79.452,mismatch
399439.781,brightdata_isp,http_connect,jp,ip_dd1693a80040cb08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,44,65535,1436,"2,4,8,1,3",,linux,230.506,212.692,mismatch
399444.381,brightdata_isp,http_connect,jp,ip_c00ffcc6a881040d,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,65535,1436,"2,4,8,1,3",,linux,337.697,211.21,mismatch
399445.242,brightdata_isp,http_connect,jp,ip_3da7d96e11effe1d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,183.787,160.739,mismatch
399445.380,brightdata_isp,http_connect,jp,ip_ed4935c1124136cc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,100.948,80.147,mismatch
399449.981,brightdata_isp,http_connect,jp,ip_33a93cf6d3f0942b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,48,65535,1436,"2,4,8,1,3",,linux,222.656,215.706,mismatch
399450.241,brightdata_isp,http_connect,jp,ip_765edeee470574a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1436,"2,4,8,1,3",,linux,228.275,209.656,mismatch
399450.981,brightdata_isp,http_connect,jp,ip_b69100d170208b01,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,164.414,155.912,mismatch
399455.872,brightdata_isp,http_connect,jp,ip_866b25e6023ffe23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1436,"2,4,8,1,3",,linux,217.721,212.546,mismatch
399456.164,brightdata_isp,http_connect,jp,ip_b69100d170208b01,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1436,"2,4,8,1,3",,linux,183.135,156.363,mismatch
399457.197,brightdata_isp,http_connect,jp,ip_362a2edf2a6cc9ec,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,239.493,156.238,mismatch
399461.062,brightdata_isp,http_connect,jp,ip_f13500ef1219b508,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,166.176,156.149,mismatch
399461.786,brightdata_isp,http_connect,jp,ip_88cd695a65bb24a0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,94.612,79.889,mismatch
399463.856,brightdata_isp,http_connect,jp,ip_1828a5befc1eb4b3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,163.624,160.467,mismatch
399466.764,brightdata_isp,http_connect,jp,ip_12628e1960426bcb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1436,"2,4,8,1,3",,linux,175.094,166.432,mismatch
399467.665,brightdata_isp,http_connect,jp,ip_671a0f6fd5dce06e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,182.443,161.211,mismatch
399470.100,brightdata_isp,http_connect,jp,ip_eb58750195864f80,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1436,"2,4,8,1,3",,linux,168.195,155.554,mismatch
399473.114,brightdata_isp,http_connect,jp,ip_b94da3b76846bfd0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,187.656,155.939,mismatch
399474.549,brightdata_isp,http_connect,jp,ip_d22cfb6d0d800f65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1436,"2,4,8,1,3",,linux,210.099,215.564,mismatch
399475.725,brightdata_isp,http_connect,jp,ip_8f86a39e4b6dec31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,167.907,159.958,mismatch
399479.466,brightdata_isp,http_connect,jp,ip_87c61e8ce12738dc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,83.955,80.319,mismatch
399480.161,brightdata_isp,http_connect,jp,ip_9cc7217b16cfd8b2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,179.864,162.083,mismatch
399481.362,brightdata_isp,http_connect,jp,ip_37095368611d5fb5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1436,"2,4,8,1,3",,linux,160.182,155.379,mismatch
399484.854,brightdata_isp,http_connect,jp,ip_0eead73c8a296a74,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1436,"2,4,8,1,3",,linux,82.363,79.329,mismatch
399485.663,brightdata_isp,http_connect,jp,ip_0769aa16f0d55c98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1436,"2,4,8,1,3",,linux,304.168,79.652,mismatch
399487.563,brightdata_isp,http_connect,jp,ip_c75450c6a7dac65f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,48,65535,1436,"2,4,8,1,3",,linux,267.292,209.899,mismatch
399490.201,brightdata_isp,http_connect,br,ip_affaed7d8da20cbc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,124.77,119.873,mismatch
399490.437,brightdata_isp,http_connect,br,ip_b34be6ebf3e65041,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,167.427,124.101,mismatch
399492.512,brightdata_isp,http_connect,br,ip_c024a5acbe6c2a98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,127.366,113.835,mismatch
399494.546,brightdata_isp,http_connect,br,ip_c0a425856575301a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,119.923,113.861,mismatch
399496.217,brightdata_isp,http_connect,br,ip_38609ad2f57382e0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,126.66,116.444,mismatch
399498.499,brightdata_isp,http_connect,br,ip_93bba98b4a31b4e1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,119.438,124.108,mismatch
399499.875,brightdata_isp,http_connect,br,ip_0d4264b4ebf3905e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,121.933,124.47,mismatch
399500.500,brightdata_isp,http_connect,br,ip_c73a1de66da68bcf,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,136.703,119.747,mismatch
399504.293,brightdata_isp,http_connect,br,ip_2099f5cf19bb3419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,119.89,118.903,mismatch
399505.046,brightdata_isp,http_connect,br,ip_b438605f9ec15f37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,174.794,123.064,mismatch
399506.133,brightdata_isp,http_connect,br,ip_9009f6fd0771bc85,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,119.35,118.93,mismatch
399509.057,brightdata_isp,http_connect,br,ip_3d134f34393a0047,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,118.926,124.815,mismatch
399509.830,brightdata_isp,http_connect,br,ip_9dfe3f52e71010bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,135.706,119.758,mismatch
399510.561,brightdata_isp,http_connect,br,ip_c0a98e4c6f3f9fd1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,120.577,114.597,mismatch
399514.702,brightdata_isp,http_connect,br,ip_330b1971e0336f3b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,132.553,113.604,mismatch
399514.773,brightdata_isp,http_connect,br,ip_5a2bbcdd2c0e33bc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,118.093,124.11,mismatch
399515.037,brightdata_isp,http_connect,br,ip_51ada4e71908d3a7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,119.458,114.66,mismatch
399520.040,brightdata_isp,http_connect,br,ip_0b297fe91a101619,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,173.782,124.363,mismatch
399520.523,brightdata_isp,http_connect,br,ip_1b0615c6e096d888,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,136.881,114.693,mismatch
399520.661,brightdata_isp,http_connect,br,ip_18b5cffe3e6d5450,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,119.797,123.32,mismatch
399524.643,brightdata_isp,http_connect,br,ip_fd36b9b5bc94879b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,118.385,113.753,mismatch
399525.765,brightdata_isp,http_connect,br,ip_1e0f2741162a8697,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,125.036,123.246,mismatch
399528.086,brightdata_isp,http_connect,br,ip_3b61b773665e6fb6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,118.277,114.681,mismatch
399529.597,brightdata_isp,http_connect,br,ip_38609ad2f57382e0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,118.376,114.52,mismatch
399530.872,brightdata_isp,http_connect,br,ip_55e661e1f99d8487,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,120.006,114.515,mismatch
399533.638,brightdata_isp,http_connect,br,ip_5a2bbcdd2c0e33bc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,129.428,118.741,mismatch
399534.859,brightdata_isp,http_connect,br,ip_330b1971e0336f3b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,135.74,123.367,mismatch
399535.618,brightdata_isp,http_connect,br,ip_5fcb5f3942638acf,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,120.238,124.39,mismatch
399540.436,brightdata_isp,http_connect,br,ip_25e4a4c8f76f3fc7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,240.89,114.719,mismatch
399540.446,brightdata_isp,http_connect,gb,ip_cd67c87b155942f1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,132.272,98.595,mismatch
399541.559,brightdata_isp,http_connect,gb,ip_818baceab7d431ed,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,135.226,96.747,mismatch
399544.900,brightdata_isp,http_connect,gb,ip_7739490242fedd61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,111.407,76.237,mismatch
399546.687,brightdata_isp,http_connect,gb,ip_cfe147ebd4aaa52f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,108.502,76.366,mismatch
399547.231,brightdata_isp,http_connect,br,ip_270a268af130481d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,149.758,113.644,mismatch
399549.063,brightdata_isp,http_connect,gb,ip_79dedbe3bfb35e66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,99.122,87.815,mismatch
399551.848,brightdata_isp,http_connect,gb,ip_ec60929b4644bce4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1436,"2,4,8,1,3",,linux,109.836,76.406,mismatch
399552.734,brightdata_isp,http_connect,gb,ip_280ad1331e92c3de,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,132.861,96.727,mismatch
399554.845,brightdata_isp,http_connect,gb,ip_b6a12f25a66630a3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1436,"2,4,8,1,3",,linux,194.002,77.261,mismatch
399557.547,brightdata_isp,http_connect,gb,ip_a03b143fd1d910a1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,172.44,96.331,mismatch
399558.404,brightdata_isp,http_connect,gb,ip_89e00b01c83762af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,82.528,76.545,mismatch
399559.603,brightdata_isp,http_connect,gb,ip_a71f94179a8d7228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,143.388,97.177,mismatch
399562.437,brightdata_isp,http_connect,gb,ip_45ba04767f915450,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,103.153,88.096,mismatch
399563.357,brightdata_isp,http_connect,gb,ip_c9abfa033ef41370,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,104.081,87.585,mismatch
399564.562,brightdata_isp,http_connect,gb,ip_4fc9dd6243a384b4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,135.225,96.68,mismatch
399567.641,brightdata_isp,http_connect,gb,ip_6d6bff34187f89f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,133.837,96.071,mismatch
399567.888,brightdata_isp,http_connect,gb,ip_b6559ba41dda9626,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1436,"2,4,8,1,3",,linux,111.516,76.632,mismatch
399570.049,brightdata_isp,http_connect,gb,ip_865fd851fac27334,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1436,"2,4,8,1,3",,linux,129.807,96.46,mismatch
399572.133,brightdata_isp,http_connect,gb,ip_400c4ab8037ed9b7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1436,"2,4,8,1,3",,linux,130.657,96.458,mismatch
399572.224,brightdata_isp,http_connect,gb,ip_1c13a928767be87b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1436,"2,4,8,1,3",,linux,133.361,96.435,mismatch
